title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Drag Me to Hell,2009-03-15,99,30000000,90810892,45.083509,6.2,966
The Age of Adaline,2015-04-16,112,25000000,65663276,82.052056,7.4,1990
Secondhand Lions,2003-09-19,111,0,0,15.011624,6.9,260
Step Up 3D,2010-08-04,107,30000000,159291809,25.060342,6.6,582
Blue Crush,2002-08-08,104,25000000,51842679,11.42943,5.6,159
Meet the Spartans,2008-01-24,84,30000000,84646831,10.608998,3.7,359
Midnight Run,1988-07-20,126,30000000,38413606,12.821329,7.2,238
The Running Man,1987-11-13,101,27000000,38122105,30.131498,6.4,703
Hanna,2011-04-07,111,30000000,63782078,31.191975,6.5,1263
Mortal Kombat: Annihilation,1997-11-21,95,30000000,51376861,11.916389,3.8,221
Gridiron Gang,2006-09-15,125,30000000,41480851,9.278361,6.5,206
9,2009-08-19,,30000000,48428063,55.806402,6.6,1262
Side Effects,2013-02-07,106,30000000,63372757,48.237797,6.4,1323
The Prince & Me,2004-03-28,111,0,0,17.943945,5.9,278
Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,85,19000000,39267515,15.67747,4.1,210
Get on Up,2014-08-01,139,0,31911598,13.064264,6.4,158
Virtuosity,1995-08-04,106,30000000,24048000,5.301589,5.4,163
My Super Ex-Girlfriend,2006-06-20,95,0,60896147,20.252143,4.8,442
Deliver Us from Evil,2014-07-01,118,30000000,0,29.359201,5.9,690
The Five-Year Engagement,2012-04-27,124,30000000,53909751,27.71063,5.7,457
The Next Three Days,2010-11-18,133,30000000,51148651,34.421696,6.9,905
Ultraviolet,2006-03-03,87,30000000,31070211,15.89534,4.8,458
Assault on Precinct 13,2005-01-19,109,30000000,35294470,18.706504,6,311
The Replacement Killers,1998-02-06,87,30000000,19204929,9.607391,6,127
Eight Legged Freaks,2002-07-17,99,0,0,17.834976,5.4,295
88 Minutes,2007-02-14,108,30000000,16930884,16.883429,5.7,313
Splice,2009-10-06,104,26000000,0,23.227877,5.5,671
Howard the Duck,1986-08-01,110,37000000,37962774,11.374306,5.1,221
The Cave,2005-08-25,97,30000000,15007991,10.756266,5.1,202
Alex & Emma,2003-06-16,96,30000000,15368897,4.352422,5,68
Fright Night,2011-08-18,106,17000000,24922237,18.27083,6,603
The New World,2005-12-25,135,30000000,30536013,19.106154,6.4,330
Dragonball Evolution,2009-04-01,85,100000000,0,21.677732,2.9,462
Hoodwinked Too! Hood VS. Evil,2011-04-29,86,30000000,13521829,10.694417,4.8,131
An Unfinished Life,2005-09-09,108,30000000,18618284,6.353971,6.7,161
Barney's Version,2010-10-26,134,30000000,8454301,4.952735,7.2,129
Runner Runner,2013-09-24,91,30000000,62616646,22.975918,5.5,543
Antitrust,2001-01-12,108,30000000,18195610,8.359599,5.8,153
Once Upon a Time in America,1984-02-16,229,30000000,0,49.336397,8.2,1069
Dead Man Down,2013-03-08,118,0,18074539,29.647844,5.9,638
The Good Thief,2003-04-03,108,0,0,2.774811,6,31
Supercross,2005-08-16,80,0,3102550,3.71305,5.4,29
Miss Potter,2006-12-03,92,30000000,35078241,8.386432,6.3,141
1911,2011-07-03,125,30000000,108348,4.065212,5,41
Machine Gun Preacher,2011-09-23,129,30000000,2527904,13.268936,6.4,286
Goodbye Bafana,2007-02-11,140,30000000,0,12.257654,7,38
United Passions,2014-06-19,110,27000000,0,6.036684,3,16
Ripley's Game,2002-09-02,110,30000000,0,2.981047,6.6,69
Sausage Party,2016-07-11,83,19000000,140752617,66.242737,5.6,2238
Keeping the Faith,2000-04-14,127,30000000,37036004,8.085872,5.9,159
The Boss,2016-04-07,91,29000000,78636257,20.55509,5.5,431
Mumford,1999-09-24,112,0,0,4.310168,6.3,26
Seed of Chucky,2004-11-11,87,12000000,24829644,12.653831,4.9,287
Along Came a Spider,2001-04-06,,60000000,105178561,21.252797,6.1,400
Florence Foster Jenkins,2016-05-06,110,29000000,48902953,19.237254,6.6,392
Once Upon a Time in Mexico,2003-09-11,102,29000000,98185582,27.555646,6.2,594
Die Hard,1988-07-15,131,28000000,140767956,66.169628,7.5,3948
Role Models,2008-02-03,99,28000000,92380927,24.917665,6.4,564
Dawn of the Dead,2004-03-19,101,28000000,102356381,44.529429,6.8,1016
The Wedding Planner,2001-01-26,103,35000000,94728529,14.949395,5.5,427
Space Pirate Captain Harlock,2013-09-07,115,30000000,17137302,14.726338,6.5,356
The Royal Tenenbaums,2001-10-05,110,21000000,71441250,24.13081,7.4,1286
Identity,2003-04-25,90,30000000,90259536,45.915165,7.1,1061
Last Vegas,2013-10-31,105,28000000,134402450,28.043508,6.4,799
Serendipity,2001-10-05,90,28000000,77516304,14.530803,6.6,521
Zoolander,2001-09-28,89,28000000,60780981,38.0958,6.1,1337
Hocus Pocus,1993-07-16,96,28000000,39514713,18.650748,6.4,471
Kick-Ass,2010-03-22,117,28000000,96188903,45.054936,7.1,4645
30 Minutes or Less,2011-08-11,83,28000000,40547440,25.039383,5.6,531
Pride & Prejudice,2005-09-16,135,28000000,121147947,36.58383,7.7,1358
Blade Runner,1982-06-25,117,28000000,33139618,94.056131,7.9,3509
We Own the Night,2007-05-25,117,21000000,54926886,14.518708,6.5,323
Lost Souls,2000-10-13,97,0,0,3.312385,4.5,38
Just My Luck,2006-05-12,103,28000000,38159905,22.074306,5.8,491
"Mystery, Alaska",1999-10-01,119,28000000,8888143,4.436792,6,69
Ghosts of Mars,2001-08-24,98,28000000,14010832,13.145205,4.8,296
Our Brand Is Crisis,2015-09-11,108,28000000,7002261,12.921594,5.8,195
Pride and Prejudice and Zombies,2016-02-04,108,28000000,16374328,28.397048,5.5,640
Octopussy,1983-06-05,131,27500000,187500000,25.633663,6.2,527
Welcome Home Roscoe Jenkins,2008-02-08,114,35000000,43650785,6.248273,5.7,57
A Passage to India,1984-12-14,163,8000000,27187653,9.548391,6.9,67
Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,116,27000000,0,5.576937,5.6,65
Kiss the Girls,1997-10-03,115,27000000,60527873,18.913,6.2,345
The Blues Brothers,1980-06-17,133,27000000,115229890,44.714264,7.5,1065
About a Boy,2002-04-26,101,27000000,129000000,28.227984,6.6,607
Lake Placid,1999-07-15,82,27000000,56870414,11.678561,5.5,247
The NeverEnding Story,1984-04-05,102,27000000,20158808,47.862016,7,1002
Dark City,1998-02-27,100,27000000,27200316,39.324831,7.2,828
The Newton Boys,1998-03-26,113,27000000,76000000,3.123583,5.9,44
Case 39,2009-08-13,109,27000000,29000000,23.917982,6.1,563
Suspect Zero,2004-08-27,99,27000000,13000000,8.715822,5.5,98
Martian Child,2007-11-02,106,0,0,5.737161,6.8,79
What Just Happened,2008-10-17,104,25000000,6673422,8.31653,5.2,127
The Statement,2003-12-12,120,0,0,2.653988,5.9,23
The Magic Flute,2006-09-07,133,0,0,0.548435,6.9,6
Paul Blart: Mall Cop,2009-01-15,91,26000000,183293131,31.250383,5.2,788
A Walk Among the Tombstones,2014-09-18,113,28000000,53181600,61.309619,6.2,1131
Pineapple Express,2008-08-06,111,27000000,101624843,41.832392,6.6,1148
Ever After: A Cinderella Story,1998-07-31,121,26000000,65705772,21.988861,6.8,399
Open Range,2003-08-29,139,22000000,68296293,19.068175,7,262
Flatliners,1990-08-09,115,26000000,61489265,24.114459,6.3,404
A Bridge Too Far,1977-06-15,175,22000000,50750000,20.256571,6.9,207
Red Eye,2005-08-04,85,26000000,57891803,8.802626,6.2,455
Final Destination 2,2003-01-31,90,26000000,90426405,37.355826,5.9,1023
In Good Company,2004-12-29,109,0,0,15.376391,5.9,194
Clockstoppers,2002-03-17,94,26000000,38793283,5.894163,4.9,89
Silverado,1985-07-10,127,26000000,0,10.981038,7.1,146
Agent Cody Banks 2: Destination London,2004-12-03,100,26000000,28818995,10.925618,5.2,144
New Year's Eve,2011-12-08,118,56000000,142044638,21.219292,5.7,718
The Raven,2012-03-09,,26000000,29657751,22.520842,6.1,426
Highlander: The Final Dimension,1994-11-29,99,26000000,36800000,7.964451,4.5,110
The Curse of the Jade Scorpion,2001-08-05,103,0,0,9.317265,6.5,165
Accidental Love,2015-02-10,100,26000000,0,5.644844,3.9,95
Flipper,1996-05-17,95,25530000,20080020,4.475007,5.3,84
The Constant Gardener,2005-08-31,129,25000000,82466670,20.679652,6.8,417
Rain Man,1988-12-11,133,25000000,412800000,49.510658,7.6,1709
The Bodyguard,1992-11-25,129,25000000,411006740,26.576385,6.1,661
Schindler's List,1993-11-29,195,22000000,321365567,104.469351,8.3,4329
The Help,2011-08-09,146,25000000,124272124,42.191509,7.8,1910
Scooby-Doo 2: Monsters Unleashed,2004-03-24,93,0,181466833,22.644275,5.4,500
Cloverfield,2008-01-15,85,25000000,170764026,46.942396,6.4,2251
The Untouchables,1987-06-02,119,25000000,76270454,38.272889,7.6,1384
Bridget Jones's Diary,2001-04-13,97,25000000,281929795,35.310712,6.5,1356
Final Destination 3,2006-02-10,93,25000000,117719158,31.64341,5.8,974
Finding Neverland,2004-10-17,106,25000000,116766556,34.160448,7.2,1223
A Madea Christmas,2013-12-13,100,0,0,5.377155,7,35
Hide and Seek,2005-01-27,101,25000000,122644820,18.228538,6.1,440
GoodFellas,1990-09-12,145,25000000,46836394,63.654244,8.2,3128
Nanny McPhee,2005-10-21,97,25000000,122489822,24.356483,6.4,711
Scarface,1983-12-08,170,25000000,65884703,70.105981,8,2948
Contraband,2012-01-12,109,25000000,63100000,31.364901,6.1,770
There Will Be Blood,2007-12-28,158,25000000,77208711,37.817905,7.9,1537
The Wild Thornberrys Movie,2002-12-20,85,35000000,0,5.784661,5.8,44
Rugrats Go Wild,2003-06-13,84,0,0,8.255708,5.6,61
The Sisterhood of the Traveling Pants,2005-06-01,119,25000000,39053061,17.17372,6.3,386
Kiss of the Dragon,2001-07-06,98,25000000,64437847,16.936576,6.4,298
Beauty Shop,2005-06-02,105,25000000,36351350,5.625632,5.4,115
What a Girl Wants,2003-03-27,105,0,0,7.057765,5.8,368
The Hours,2002-12-27,114,25000000,41597830,20.953265,7,451
She's the Man,2006-03-17,105,20000000,33889159,10.81439,6.4,671
Mr. Bean's Holiday,2007-03-22,90,25000000,229736344,27.683874,6.1,663
Bride of Chucky,1998-10-16,89,25000000,50671850,14.340095,5.5,350
Tora! Tora! Tora!,1970-01-26,144,25485000,29548291,9.795985,6.9,147
Spice World,1997-12-19,93,25000000,100000000,6.889437,4.7,123
The Sitter,2011-12-09,81,25000000,34942188,19.428994,5.4,325
Dance Flick,2009-05-22,83,0,0,7.326034,4.7,71
The Gambler,2014-12-25,111,25000000,39171130,22.622453,5.7,543
Dear John,2010-02-04,115,25000000,114977104,19.402816,6.6,1262
The Losers,2010-04-23,97,25000000,23580000,24.903418,6.2,515
Punch-Drunk Love,2002-10-25,95,25000000,17000000,15.960916,6.9,530
EuroTrip,2004-02-20,93,25000000,20796847,25.848003,6.5,656
The Box,2009-09-17,115,30000000,33333531,21.606001,5.4,597
The Ruins,2008-04-02,91,8000000,0,13.715715,5.6,265
The Girl Next Door,2004-04-09,108,25000000,30411183,39.784026,6.3,824
Maximum Risk,1996-09-13,100,25000000,51702483,10.115011,5.2,101
Stealing Harvard,2002-09-13,85,0,0,7.321181,4.4,46
Hot Rod,2007-08-03,88,0,14334401,6.309587,6.3,313
Shark Night,2011-09-02,91,28000000,10126458,8.363702,4.9,132
Big Trouble in Little China,1986-05-30,,25000000,11000000,,7.1,705
Warrior,2011-09-09,140,25000000,23057115,,7.7,1272
Michael Collins,1996-10-25,132,28000000,16900000,8.314624,6.7,97
Abandon,2002-10-14,99,25000000,10719357,3.888776,4.6,45
Straw Dogs,2011-09-16,110,25000000,10324441,7.473455,5.5,144
The Hoax,2006-10-14,116,25000000,11772461,5.073536,6.4,60
Sheena,1984-08-17,117,25000000,5778353,4.020194,5,22
Underclassman,2005-09-02,95,0,0,2.083856,5.5,28
Say It Isn't So,2001-03-12,95,25000000,0,2.909346,4.8,47
Blindness,2008-05-14,121,25000000,19844979,17.603823,6.4,387
Without Limits,1998-09-11,117,25000000,777423,3.849873,6.2,19
A Turtle's Tale: Sammy's Adventures,2010-08-03,88,0,0,,5.6,151
Little White Lies,2010-10-20,154,25000000,48531470,15.279021,7.1,380
Love Ranch,2010-06-30,117,0,0,5.000126,6,21
The True Story of Puss 'n Boots,2009-04-01,82,0,0,1.684948,3.8,7
Space Dogs,2010-03-18,85,25000000,6500000,5.753564,6.3,10
Red Sky,2014-03-12,100,25000000,0,3.344158,4.1,26
Dangerous Liaisons,1988-12-16,119,14000000,34670720,14.480628,7,257
On the Road,2012-05-22,137,25000000,8784318,14.613152,5.5,301
Star Trek IV: The Voyage Home,1986-11-25,119,24000000,133000000,22.258428,6.9,477
Scream 2,1997-12-09,120,24000000,172363301,35.244037,6.1,840
Think Like a Man Too,2014-06-20,105,24000000,70181428,15.237142,6.4,225
The Whole Nine Yards,2000-02-18,98,41300000,106371651,23.441135,6.2,531
Footloose,1984-02-17,107,8200000,80035402,25.03414,6.4,505
Old School,2003-02-21,91,24000000,87055349,24.70166,6.6,541
Nurse Betty,2000-09-08,108,24000000,0,3.572339,5.9,111
Double Take,2001-01-12,88,0,0,1.903405,5.5,24
Win a Date with Tad Hamilton!,2004-01-23,95,17000000,16980098,7.701041,5.5,160
Muppets from Space,1999-07-14,87,24000000,16290976,6.589193,5.8,92
Ready to Rumble,2000-04-07,107,24000000,12372410,3.113009,4.7,49
Beyond the Sea,2004-12-17,118,23000000,0,6.138213,6.5,55
Meet the Deedles,1998-03-27,93,24000000,4562146,2.353441,4.1,19
The Waterboy,1998-11-06,90,23000000,185991646,23.839127,5.9,512
The Empire Strikes Back,1980-05-17,124,18000000,538400000,78.51783,8.2,5879
The Ides of March,2011-09-24,101,12500000,75993061,20.317469,6.5,910
Pitch Black,2000-02-18,108,23000000,53187659,18.493202,6.7,1789
Someone Like You...,2001-03-30,97,23000000,0,7.901891,6,118
Her,2013-12-18,126,23000000,47351251,53.682367,7.9,4097
Joy Ride,2001-10-05,97,23000000,36642838,11.183197,6.3,325
Marvin's Room,1996-12-18,98,0,0,6.130231,6.6,124
The End of the Affair,1999-12-03,102,23000000,10827816,6.921263,6.6,55
Coco Before Chanel,2009-04-22,110,0,0,8.426589,6.6,246
Cheri,2009-02-10,86,23000000,9366227,5.494047,5.9,56
Vanity Fair,2004-09-01,141,23000000,16123851,6.618149,5.5,73
Bodyguards and Assassins,2009-12-18,139,23000000,5837674,7.876883,6.5,57
1408,2007-07-12,104,25000000,94679598,35.169779,6.5,1343
Ghost,1990-07-12,127,22000000,505000000,41.967005,6.9,1339
The Rookie,2002-03-25,127,20000000,75597042,11.263361,6.5,110
The Game Plan,2007-09-28,110,22000000,147880543,20.699212,6,428
The Animal,2001-06-01,84,22000000,84772742,,4.6,304
Gandhi,1982-11-30,191,22000000,77737889,35.227212,7.4,716
The Hundred-Foot Journey,2014-08-06,122,22000000,88880821,27.898438,7.3,508
Son of God,2014-02-28,138,22000000,67800064,9.175762,5.9,83
Underworld,2003-09-19,121,22000000,95708457,81.829237,6.6,2512
The Informant!,2009-09-18,108,22000000,35424826,17.772518,6,301
Shadowlands,1993-12-25,131,22000000,0,5.609755,6.8,61
Delivery Man,2013-10-10,105,26000000,51164106,30.114383,6.2,551
Our Kind of Traitor,2016-05-05,108,0,9930095,10.547959,6,160
Saving Silverman,2001-02-09,90,22000000,19351569,12.887673,5.4,154
Jay and Silent Bob Strike Back,2001-08-22,104,22000000,33788161,21.865021,6.4,480
The Glass House,2001-09-14,106,30000000,23619609,9.448517,5.4,201
"Hail, Caesar!",2016-02-05,106,22000000,63647656,39.006187,5.7,1309
I Heart Huckabees,2004-09-10,106,22000000,0,14.925633,6.2,239
Megiddo: The Omega Code 2,2001-09-07,104,0,0,0.809588,3.6,8
Darling Lili,1970-01-01,107,0,0,0.816883,4.9,8
The Libertine,2004-09-16,114,0,0,7.588597,5.9,128
Hit & Run,2012-08-22,100,2000000,14400000,16.668854,5.5,224
Before I Go to Sleep,2014-09-03,92,22000000,15447154,48.784734,6.2,659
Sorcerer,1977-06-24,121,22000000,12000000,9.088209,7.4,98
Stone,2010-10-07,105,22000000,9479718,12.445176,5.2,192
Out of the Furnace,2013-12-06,116,22000000,15400000,29.230298,6.5,720
To Rome with Love,2012-04-20,111,17000000,73244881,15.013386,5.6,546
"South Park: Bigger, Longer & Uncut",1999-06-30,81,21000000,0,27.197799,7.1,893
Death at a Funeral,2007-02-09,90,9000000,46,20.410354,6.9,497
Teenage Mutant Ninja Turtles III,1993-03-17,96,21000000,42000000,10.207065,5.1,184
Hardball,2001-09-14,106,32000000,40222729,5.683281,6.3,123
Freedom Writers,2007-01-05,123,21000000,41170784,17.746981,7.5,356
For Colored Girls,2010-11-05,134,0,37000000,1.934524,7,22
Never Back Down,2008-03-04,115,20000000,41627431,26.21425,6.4,497
Tinker Tailor Soldier Spy,2011-09-16,127,30000000,0,33.649652,6.6,840
Molly,1999-10-22,102,0,0,2.636193,5.5,14
The Beaver,2011-02-11,91,21000000,970816,13.847872,6.3,276
Raiders of the Lost Ark,1981-06-12,115,18000000,389925971,68.159596,7.7,3854
Home Alone 2: Lost in New York,1992-11-19,120,18000000,358991681,81.487685,6.3,2395
Close Encounters of the Third Kind,1977-11-16,135,20000000,303788635,52.456505,7.2,1098
Beverly Hills Cop II,1987-05-18,100,20000000,299965036,25.28436,6.1,613
Bringing Down the House,2003-03-07,105,20000000,132675402,8.351385,5.4,183
The Silence of the Lambs,1991-02-01,119,19000000,272742922,18.174804,8.1,4443
Wayne's World,1992-02-14,94,20000000,121697323,21.815122,6.5,728
Beverly Hills Chihuahua,2008-10-03,91,20000000,149281606,12.25264,4.9,209
The Conjuring,2013-07-18,112,13000000,318000141,49.975409,7.4,3092
Are We There Yet?,2005-01-20,95,32000000,97918663,13.590677,5.2,221
Tammy,2014-07-02,97,20000000,100525432,21.657563,5,500
Mortal Kombat,1995-08-18,101,18000000,122195920,16.470895,5.4,442
The Descendants,2011-09-09,115,20000000,177243185,40.903931,6.7,934
The Last Song,2010-03-31,107,0,0,23.139971,6.9,923
12 Years a Slave,2013-10-18,134,20000000,187000000,95.9229,7.9,3674
Drumline,2002-12-13,118,20000000,57588485,4.748929,6.2,116
Why Did I Get Married Too?,2010-04-02,121,20000000,60072596,2.986286,6.1,29
Edward Scissorhands,1990-12-05,105,20000000,53000000,47.51363,7.5,3601
The French Connection,1971-10-09,104,1800000,41158757,15.978136,7.4,422
Bad Moms,2016-07-28,100,20000000,183936074,42.512296,6.3,1252
Date Movie,2006-02-17,83,20000000,48548426,10.098722,3.6,222
Boogeyman,2005-02-04,89,20000000,67192859,11.62423,4.6,191
The Tigger Movie,2000-02-11,77,30000000,45554533,9.829859,6.3,143
Orphan,2009-07-24,123,20000000,41596251,29.295801,6.7,1261
Epic Movie,2007-01-25,86,20000000,86865564,6.064638,3.2,326
Spotlight,2015-11-06,128,20000000,88346473,41.503588,7.8,2686
How Stella Got Her Groove Back,1998-08-14,124,20000000,37672350,2.003047,6,24
Bill & Ted's Bogus Journey,1991-07-19,98,0,0,11.349664,5.9,308
Man of the Year,2006-10-09,115,20000000,41237648,11.203335,5.8,129
The American,2010-08-31,104,20000000,65464324,18.632156,5.8,481
Selena,1997-03-21,127,20000000,60000000,6.92592,7,114
Vampires Suck,2010-08-18,82,20000000,80547866,17.165039,4.2,315
This Is Where I Leave You,2014-09-10,103,19800000,41296320,20.311684,6.5,505
Doubt,2008-11-27,104,20000000,50907234,20.975165,7,435
Team America: World Police,2004-10-10,98,32000000,50907422,26.509175,6.6,660
Paint Your Wagon,1969-10-15,158,20000000,31678778,7.902536,6.2,63
Milk,2008-11-26,128,20000000,54586584,30.909699,7.1,612
Risen,2016-02-19,107,20000000,46069568,16.663797,5.7,295
Ghost Ship,2002-10-25,91,35000000,68349884,27.724913,5.3,531
A Very Harold & Kumar Christmas,2011-11-04,108,19000000,35387212,17.971883,6,328
Wild Things,1998-03-20,108,20000000,67200000,25.041992,6.3,444
The Debt,2010-04-11,113,20000000,45636368,14.857884,6.3,257
High Fidelity,2000-03-17,113,30000000,47126295,23.982956,7,628
Eye for an Eye,1996-01-12,101,20000000,0,3.996392,5.8,63
The World's End,2013-07-18,109,20000000,46089287,55.964605,6.7,1778
Nancy Drew,2007-06-15,99,0,0,5.0348,5.8,143
Daybreakers,2009-01-06,98,20000000,51416464,28.019226,6,634
Stay Alive,2006-03-24,100,9000000,27105095,4.34503,5.3,155
Quigley Down Under,1990-10-17,119,0,0,11.360997,6.5,119
Alpha and Omega,2010-09-17,88,20000000,39300000,12.300789,5.3,124
Stick It,2006-04-21,105,0,0,9.750557,6.3,148
Nerve,2016-07-27,96,20000000,83707310,62.933899,7.1,2181
Vampires,1998-04-15,108,20000000,0,17.016284,5.8,255
My Best Friend's Girl,2008-09-19,101,20000000,36620508,17.145287,5.4,220
Endless Love,2014-02-12,103,20000000,34077920,27.256849,6.7,542
Ladyhawke,1985-03-27,121,20000000,18432000,14.370111,6.8,260
Simon Birch,1998-09-11,114,20000000,18253415,11.090254,6.5,52
Reign Over Me,2007-03-23,124,20000000,22222308,20.82778,7.1,334
Into the Wild,2007-09-11,148,15000000,56255142,43.644978,7.8,3045
School for Scoundrels,2006-09-29,100,20000000,17807569,8.244324,5.6,111
Silent Hill: Revelation 3D,2012-10-10,94,20000000,52302796,23.292761,5,432
Pooh's Heffalump Movie,2005-02-11,68,0,0,9.03154,6.4,88
The Country Bears,2002-07-26,88,35000000,0,6.908351,4.3,20
Paparazzi,2004-09-03,84,20000000,16605763,9.149089,5.8,52
Secret in Their Eyes,2015-10-14,111,19500000,34854990,15.012237,6.2,336
Armored,2009-12-04,88,20000000,22942221,15.21229,5.5,208
The Man Who Knew Too Little,1997-11-14,97,20000000,13801755,6.397042,6.5,125
What's Your Number?,2011-09-30,106,20000000,30426096,19.220789,6.2,671
Lockout,2012-04-12,95,20000000,32204030,35.232278,5.8,715
Envy,2004-04-30,99,40000000,0,9.842771,4.8,139
Bullets Over Broadway,1994-10-14,98,0,0,7.829295,7,130
One Night with the King,2006-10-13,123,20000000,13391174,3.476925,6.1,12
The Quiet American,2002-11-22,101,30000000,27674124,5.133744,6.4,81
The Weather Man,2005-10-20,101,20000000,12482775,14.031377,6,289
Undisputed,2002-08-23,96,20000000,12398628,17.227376,6.1,139
Ghost Town,2008-09-19,102,0,0,17.98817,6.4,286
12 Rounds,2009-03-19,108,20000000,17280326,15.66135,5.7,220
Let Me In,2010-10-01,116,20000000,24145613,19.705311,6.7,641
3 Ninjas Kick Back,1994-05-06,93,0,0,2.645722,4.5,48
Be Kind Rewind,2008-01-20,102,0,0,17.662683,6.2,424
Triple 9,2016-02-19,115,20000000,12639297,29.371987,5.6,797
Burnt,2015-10-02,100,20000000,36606743,30.477114,6.3,950
Everyone Says I Love You,1996-12-06,101,20000000,0,12.379781,6.5,147
Death Sentence,2007-08-31,105,20000000,16974459,12.643703,6.5,297
Everybody's Fine,2009-12-04,99,21000000,0,15.440465,6.5,284
The Man,2005-09-08,83,0,12382362,6.925645,5.4,133
Code Name: The Cleaner,2007-01-05,84,20000000,10337477,9.36146,4.7,78
Connie and Carla,2004-04-16,98,20000000,11341016,6.102663,6.4,24
An American Carol,2008-10-03,83,20000000,7000000,2.605374,4.1,20
Machete Kills,2013-09-12,107,12000000,15008161,29.072964,5.3,631
Strange Wilderness,2008-02-01,87,0,6575282,4.961306,4.7,69
A Dangerous Method,2011-09-30,99,15000000,27462041,27.133277,6.2,571
A Scanner Darkly,2006-05-25,100,8700000,7659918,26.093043,6.8,532
Alone in the Dark,2005-01-28,96,20000000,10442808,9.292987,3.1,173
Birth,2004-09-08,100,20000000,0,7.698075,5.9,179
Passchendaele,2008-10-17,114,0,0,2.405911,6.3,26
Flash of Genius,2008-09-07,119,0,0,3.350297,6.3,59
The Brothers Bloom,2008-09-09,114,20000000,5530764,10.218307,6.8,203
Princess Mononoke,1997-07-12,134,26500000,159375308,60.732738,8.2,1983
Can't Stop the Music,1980-06-20,124,0,0,6.574285,4.9,9
The Proposition,2005-10-06,104,2000000,5048693,14.617944,7.1,218
Marci X,2003-08-22,84,20000000,1675706,5.65327,3.3,12
The Oogieloves in the Big Balloon Adventure,2012-08-29,88,0,0,0.28576,2.2,8
By the Sea,2015-11-12,122,10000000,3727746,11.267676,5.4,156
The Visitors II: The Corridors of Time,1998-02-11,118,0,0,12.283025,5.8,221
The Tempest,2010-12-10,110,20000000,346594,3.620537,6,31
Regression,2015-10-01,106,0,17671101,27.215666,5.3,585
Three Kingdoms: Resurrection of the Dragon,2008-04-03,102,0,0,4.127155,6.6,35
Ramanujan,2014-07-11,170,0,0,0.416179,5,3
Hands of Stone,2016-08-26,105,20000000,0,7.444189,6.1,109
The Painted Veil,2006-12-09,125,19400000,0,20.746932,7.1,312
The Baader Meinhof Complex,2008-09-24,150,27000000,0,7.727035,7.1,157
Dances with Wolves,1990-11-09,181,22000000,424208848,45.707835,7.6,1046
A Cinderella Story,2004-07-10,95,19000000,70067909,25.28132,6.1,713
Thir13en Ghosts,2001-10-26,91,0,0,20.392858,5.4,440
Back to the Future,1985-07-03,116,19000000,381109762,76.603233,8,6079
I Can Do Bad All By Myself,2009-09-11,113,0,0,2.242809,6,40
Fight Valley,2016-07-22,90,27000000,0,1.224105,3.9,8
The Switch,2010-05-11,101,19000000,49830607,27.494037,5.9,583
The Crazies,2010-02-26,101,20000000,54956140,,6.2,633
Firestorm,2013-12-12,110,0,0,3.376967,5.9,43
The Bounty,1984-05-04,132,25000000,8613462,7.436491,6.5,108
Take Me Home Tonight,2011-03-04,97,19000000,6928068,11.766564,6.2,208
Won't Back Down,2012-09-28,121,0,5310554,2.366251,5.8,40
Kansas City,1996-08-16,116,18000000,0,5.380733,6.1,12
Adaptation.,2002-12-06,114,19000000,32801173,26.441669,7.3,638
The Invention of Lying,2009-09-13,100,18500000,31912793,16.665841,6,518
Star Trek III: The Search for Spock,1984-05-31,105,18000000,87000000,15.314027,6.4,434
The Exorcism of Emily Rose,2005-09-09,122,19000000,144216468,32.602868,6.3,659
Deuce Bigalow: Male Gigolo,1999-12-10,88,17000000,65535067,9.832326,5.5,308
The Family Stone,2005-12-14,103,0,0,14.190837,6.2,249
Bad Santa,2003-11-26,91,23000000,76488889,26.58873,6.5,656
Austin Powers: International Man of Mystery,1997-05-02,94,16500000,67683989,36.15716,6.5,1013
Predator,1987-06-11,107,18000000,98235548,50.009408,7.3,2093
Prom Night,2008-04-10,88,0,14796236,9.642041,4.8,167
Gosford Park,2001-11-07,137,19800000,87754044,11.693272,6.8,246
Birdman,2014-08-27,119,18000000,103215094,89.811154,7.4,4535
Blue Jasmine,2013-07-25,98,18000000,99206215,34.694216,7,1098
The Fog,1980-02-08,89,1000000,21378361,14.518598,6.4,311
Soul Surfer,2011-04-08,106,18000000,47088990,19.234672,6.9,342
Observe and Report,2009-04-10,86,0,24007324,10.529143,5.6,225
Raging Bull,1980-11-14,129,18000000,23000000,35.524457,7.7,938
Young Sherlock Holmes,1985-12-04,109,18000000,0,8.321586,6.7,167
Small Time Crooks,2000-05-19,94,0,0,11.423533,6.4,155
Love the Coopers,2015-11-12,107,17000000,24000000,9.191187,5.4,167
Steve Jobs,2015-10-09,122,30000000,34441873,53.670525,6.8,1573
And So It Goes,2014-07-20,94,18000000,25312387,9.633711,5.7,164
Troop Beverly Hills,1989-03-22,105,0,0,3.455018,5.6,56
Dragonslayer,1981-06-26,108,18000000,14110013,3.258422,6.5,67
The Last Station,2009-09-04,112,0,0,3.659292,6.7,55
Ed Wood,1994-09-27,127,18000000,5887457,24.548633,7.3,630
Mongol: The Rise of Genghis Khan,2007-09-20,120,18000000,26527510,10.1449,6.5,158
